name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[40] Total Num: 13329, avg: 40.60026079893501rec_069/head/000001/000508.jpg 0.0,0.0 -0.13781244,-1.3638445
[40] Total Num: 13330, avg: 40.603085728044825rec_074/head/000014/000014.jpg 0.0,0.0 0.8529219,-0.03322737
[40] Total Num: 13331, avg: 40.60370783866192rec_074/head/000031/000014.jpg 0.0,0.0 0.46183315,-0.0013551357
[40] Total Num: 13332, avg: 40.60264704423394rec_074/head/000032/000014.jpg 0.0,0.0 0.18015473,-0.07548197
[40] Total Num: 13333, avg: 40.60044047330308rec_074/head/000044/000014.jpg 0.0,0.0 -0.16277824,-0.07065777
[40] Total Num: 13334, avg: 40.59815756385307rec_074/head/000045/000014.jpg 0.0,0.0 0.25185186,-0.073118076
[40] Total Num: 13335, avg: 40.5962389519858rec_074/head/000057/000014.jpg 0.0,0.0 -0.48726782,-0.082021184
[40] Total Num: 13336, avg: 40.595315400519304rec_074/head/000014/000015.jpg 0.0,0.0 0.89341325,0.07300846
[40] Total Num: 13337, avg: 40.596118891515864rec_074/head/000031/000015.jpg 0.0,0.0 0.48523676,0.056739938
[40] Total Num: 13338, avg: 40.59517274248315rec_074/head/000032/000015.jpg 0.0,0.0 0.17938705,-0.022521773
[40] Total Num: 13339, avg: 40.59290591373271rec_074/head/000044/000015.jpg 0.0,0.0 -0.18468842,-0.020358892
[40] Total Num: 13340, avg: 40.590660961024575rec_074/head/000045/000015.jpg 0.0,0.0 0.24265444,-0.019577142
[40] Total Num: 13341, avg: 40.58866386192282rec_074/head/000057/000015.jpg 0.0,0.0 -0.5251227,-0.019423729
[40] Total Num: 13342, avg: 40.58787817002665rec_074/head/000014/000016.jpg 0.0,0.0 1.1198008,0.19380656
[40] Total Num: 13343, avg: 40.58968363606983rec_074/head/000031/000016.jpg 0.0,0.0 0.55545545,0.12519293
[40] Total Num: 13344, avg: 40.589080436940414rec_074/head/000032/000016.jpg 0.0,0.0 0.19345057,0.033653963
[40] Total Num: 13345, avg: 40.5868818028741rec_074/head/000044/000016.jpg 0.0,0.0 -0.20766908,0.027649036
[40] Total Num: 13346, avg: 40.58473997519184rec_074/head/000045/000016.jpg 0.0,0.0 0.2607844,0.034831796
[40] Total Num: 13347, avg: 40.58282844338427rec_074/head/000057/000016.jpg 0.0,0.0 -0.5955304,0.04639309
[40] Total Num: 13348, avg: 40.582351175058676rec_074/head/000014/000017.jpg 0.0,0.0 1.1048468,0.2526351
[40] Total Num: 13349, avg: 40.58412147318338rec_074/head/000031/000017.jpg 0.0,0.0 0.5649937,0.16849416
[40] Total Num: 13350, avg: 40.58360056636476rec_074/head/000032/000017.jpg 0.0,0.0 0.18756703,0.0660238
[40] Total Num: 13351, avg: 40.5814136264219rec_074/head/000044/000017.jpg 0.0,0.0 -0.21748997,0.060972225
[40] Total Num: 13352, avg: 40.57934298580119rec_074/head/000045/000017.jpg 0.0,0.0 0.25768024,0.071970806
[40] Total Num: 13353, avg: 40.577451078693805rec_074/head/000057/000017.jpg 0.0,0.0 -0.6038906,0.08588003
[40] Total Num: 13354, avg: 40.577026325299rec_074/head/000014/000018.jpg 0.0,0.0 1.0889461,0.29254332
[40] Total Num: 13355, avg: 40.57875457927288rec_074/head/000031/000018.jpg 0.0,0.0 0.5544428,0.19148657
[40] Total Num: 13356, avg: 40.57821859353733rec_074/head/000032/000018.jpg 0.0,0.0 0.18329097,0.09045691
[40] Total Num: 13357, avg: 40.57605642889158rec_074/head/000044/000018.jpg 0.0,0.0 -0.217986,0.08020613
[40] Total Num: 13358, avg: 40.57401417773367rec_074/head/000045/000018.jpg 0.0,0.0 0.24860246,0.09118444
[40] Total Num: 13359, avg: 40.572111276485224rec_074/head/000057/000018.jpg 0.0,0.0 -0.5972755,0.114536926
[40] Total Num: 13360, avg: 40.57167694768582rec_074/head/000014/000019.jpg 0.0,0.0 1.0455322,0.31128317
[40] Total Num: 13361, avg: 40.57324242312408rec_074/head/000031/000019.jpg 0.0,0.0 0.53131866,0.20275554
[40] Total Num: 13362, avg: 40.57262953482171rec_074/head/000032/000019.jpg 0.0,0.0 0.17351595,0.10515497
[40] Total Num: 13363, avg: 40.57046209701483rec_074/head/000044/000019.jpg 0.0,0.0 -0.22471432,0.09789206
[40] Total Num: 13364, avg: 40.56847574719653rec_074/head/000045/000019.jpg 0.0,0.0 0.24120611,0.10993587
[40] Total Num: 13365, avg: 40.56657480416388rec_074/head/000057/000019.jpg 0.0,0.0 -0.59560776,0.13385537
[40] Total Num: 13366, avg: 40.56614896973785rec_074/head/000014/000020.jpg 0.0,0.0 1.0750371,0.33524016
[40] Total Num: 13367, avg: 40.567850198606045rec_074/head/000031/000020.jpg 1.0,0.0 0.54372007,0.22051108
[40] Total Num: 13368, avg: 40.56697297438775rec_074/head/000032/000020.jpg 0.0,0.0 0.16896676,0.11726957
[40] Total Num: 13369, avg: 40.564818662324804rec_074/head/000044/000020.jpg 0.0,0.0 -0.22585686,0.10923464
[40] Total Num: 13370, avg: 40.56285804723835rec_074/head/000045/000020.jpg 0.0,0.0 0.24207252,0.1223314
[40] Total Num: 13371, avg: 40.56098430895575rec_074/head/000057/000020.jpg 0.0,0.0 -0.6045351,0.14883286
[40] Total Num: 13372, avg: 40.56060911397505rec_074/head/000014/000021.jpg 0.0,0.0 1.0347711,0.31566396
[40] Total Num: 13373, avg: 40.56213419650434rec_074/head/000031/000021.jpg 0.0,0.0 0.53786546,0.20342626
[40] Total Num: 13374, avg: 40.5615496188109rec_074/head/000032/000021.jpg 0.0,0.0 0.18145035,0.10535658
[40] Total Num: 13375, avg: 40.55941455579145rec_074/head/000044/000021.jpg 1.0,0.0 -0.20666923,0.09196378
[40] Total Num: 13376, avg: 40.561557938572406rec_074/head/000045/000021.jpg 0.0,0.0 0.25283062,0.11121015
[40] Total Num: 13377, avg: 40.559706739888846rec_074/head/000057/000021.jpg 0.0,0.0 -0.57533133,0.13037983
[40] Total Num: 13378, avg: 40.55919446654416rec_074/head/000014/000022.jpg 1.0,0.0 1.0542636,0.25950873
[40] Total Num: 13379, avg: 40.55729775987955rec_074/head/000031/000022.jpg 1.0,0.0 0.5445079,0.16047026
[40] Total Num: 13380, avg: 40.5563265474397rec_074/head/000032/000022.jpg 0.0,0.0 0.20063125,0.07153212
[40] Total Num: 13381, avg: 40.55420701290345rec_074/head/000044/000022.jpg 0.0,0.0 -0.18746987,0.06239078
[40] Total Num: 13382, avg: 40.55202195980559rec_074/head/000045/000022.jpg 0.0,0.0 0.26894253,0.07469621
[40] Total Num: 13383, avg: 40.550185798887554rec_074/head/000057/000022.jpg 0.0,0.0 -0.5532894,0.0827949
[40] Total Num: 13384, avg: 40.54954827060761rec_074/head/000014/000023.jpg 0.0,0.0 1.0129764,0.18427815
[40] Total Num: 13385, avg: 40.55090000830536rec_074/head/000031/000023.jpg 0.0,0.0 0.56043994,0.11440289
[40] Total Num: 13386, avg: 40.55031371587982rec_074/head/000032/000023.jpg 0.0,0.0 0.22101526,0.03318406
[40] Total Num: 13387, avg: 40.5482410005527rec_074/head/000044/000023.jpg 0.0,0.0 -0.1640158,0.020645708
[40] Total Num: 13388, avg: 40.54591971780089rec_074/head/000045/000023.jpg 0.0,0.0 0.2955573,0.034922577
[40] Total Num: 13389, avg: 40.54416474210358rec_074/head/000057/000023.jpg 0.0,0.0 -0.53035766,0.029941995
[40] Total Num: 13390, avg: 40.543409466415184rec_074/head/000014/000024.jpg 0.0,0.0 1.0550494,0.11055127
[40] Total Num: 13391, avg: 40.54491081576687rec_074/head/000031/000024.jpg 0.0,0.0 0.5836569,0.06626925
[40] Total Num: 13392, avg: 40.544394546856054rec_074/head/000032/000024.jpg 0.0,0.0 0.25033596,-0.008332725
[40] Total Num: 13393, avg: 40.5424387920812rec_074/head/000044/000024.jpg 0.0,0.0 -0.14037055,-0.017963434
[40] Total Num: 13394, avg: 40.54001721225975rec_074/head/000045/000024.jpg 0.0,0.0 0.31575978,-0.0057716956
[40] Total Num: 13395, avg: 40.53834155766153rec_074/head/000057/000024.jpg 0.0,0.0 -0.49716613,-0.019979723
[40] Total Num: 13396, avg: 40.5374433975435rec_074/head/000014/000025.jpg 0.0,0.0 1.0446821,0.024992777
[40] Total Num: 13397, avg: 40.5388861701869rec_074/head/000031/000025.jpg 0.0,0.0 0.5971789,0.013261243
[40] Total Num: 13398, avg: 40.53841478272171rec_074/head/000032/000025.jpg 0.0,0.0 0.27131984,-0.05302282
[40] Total Num: 13399, avg: 40.53657090986873rec_074/head/000044/000025.jpg 0.0,0.0 -0.11641964,-0.055354837
[40] Total Num: 13400, avg: 40.53409675509767rec_074/head/000045/000025.jpg 0.0,0.0 0.3411279,-0.0480032
[40] Total Num: 13401, avg: 40.53254434588538rec_074/head/000057/000025.jpg 0.0,0.0 -0.4739583,-0.07125639
[40] Total Num: 13402, avg: 40.531567280130155rec_074/head/000014/000026.jpg 1.0,0.0 1.0857515,-0.13066487
[40] Total Num: 13403, avg: 40.52921075656308rec_074/head/000031/000026.jpg 0.0,0.0 0.61310536,-0.06341431
[40] Total Num: 13404, avg: 40.52882001492094rec_074/head/000032/000026.jpg 0.0,0.0 0.29863426,-0.11609452
[40] Total Num: 13405, avg: 40.52716339554246rec_074/head/000044/000026.jpg 0.0,0.0 -0.09536086,-0.11409202
[40] Total Num: 13406, avg: 40.524775278909694rec_074/head/000045/000026.jpg 0.0,0.0 0.3662497,-0.11275641
[40] Total Num: 13407, avg: 40.52338710864588rec_074/head/000057/000026.jpg 0.0,0.0 -0.45141494,-0.14396368
[40] Total Num: 13408, avg: 40.52238305768376rec_074/head/000014/000027.jpg 0.0,0.0 1.1796072,-0.288138
[40] Total Num: 13409, avg: 40.524473817222336rec_074/head/000031/000027.jpg 1.0,0.0 0.63904095,-0.1392642
[40] Total Num: 13410, avg: 40.523100197608926rec_074/head/000032/000027.jpg 0.0,0.0 0.3204426,-0.18140075
[40] Total Num: 13411, avg: 40.52164512584715rec_074/head/000044/000027.jpg 0.0,0.0 -0.08283329,-0.17042977
[40] Total Num: 13412, avg: 40.51943258795272rec_074/head/000045/000027.jpg 0.0,0.0 0.38636014,-0.17717707
[40] Total Num: 13413, avg: 40.51821938003878rec_074/head/000057/000027.jpg 0.0,0.0 -0.4558699,-0.21858184
[40] Total Num: 13414, avg: 40.5173439577757rec_074/head/000014/000028.jpg 0.0,0.0 1.2676483,-0.46481577
[40] Total Num: 13415, avg: 40.519878845841845rec_074/head/000031/000028.jpg 0.0,0.0 0.64544487,-0.22143586
[40] Total Num: 13416, avg: 40.519750722947066rec_074/head/000032/000028.jpg 0.0,0.0 0.34311378,-0.26412857
[40] Total Num: 13417, avg: 40.51856605987989rec_074/head/000044/000028.jpg 0.0,0.0 -0.07770605,-0.24105676
[40] Total Num: 13418, avg: 40.516626839780216rec_074/head/000045/000028.jpg 0.0,0.0 0.41135502,-0.25804996
[40] Total Num: 13419, avg: 40.51566402081492rec_074/head/000057/000028.jpg 0.0,0.0 -0.45827672,-0.2985831
[40] Total Num: 13420, avg: 40.514955215155005rec_074/head/000014/000029.jpg 0.0,0.0 1.3374628,-0.6306978
[40] Total Num: 13421, avg: 40.51784043452821rec_074/head/000031/000029.jpg 0.0,0.0 0.66863453,-0.31288183
[40] Total Num: 13422, avg: 40.51792892529172rec_074/head/000032/000029.jpg 0.0,0.0 0.3591321,-0.3385488
[40] Total Num: 13423, avg: 40.51699531946047rec_074/head/000044/000029.jpg 0.0,0.0 -0.06685431,-0.31073347
[40] Total Num: 13424, avg: 40.51533270497889rec_074/head/000045/000029.jpg 0.0,0.0 0.42697605,-0.33525175
[40] Total Num: 13425, avg: 40.514604124939396rec_074/head/000057/000029.jpg 0.0,0.0 -0.4526589,-0.38202325
[40] Total Num: 13426, avg: 40.51407721915868rec_074/head/000014/000030.jpg 0.0,0.0 1.3389424,-0.75424117
[40] Total Num: 13427, avg: 40.51704478897384rec_074/head/000031/000030.jpg 1.0,0.0 0.6448637,-0.38094315
[40] Total Num: 13428, avg: 40.51622406676693rec_074/head/000032/000030.jpg 0.0,0.0 0.3621964,-0.41280568
[40] Total Num: 13429, avg: 40.51552038087944rec_074/head/000044/000030.jpg 0.0,0.0 -0.06828084,-0.3758859
[40] Total Num: 13430, avg: 40.51413221776296rec_074/head/000045/000030.jpg 0.0,0.0 0.4366753,-0.41153434
[40] Total Num: 13431, avg: 40.51363598980582rec_074/head/000057/000030.jpg 0.0,0.0 -0.45861903,-0.45761168
[40] Total Num: 13432, avg: 40.51333322993411rec_074/head/000014/000048.jpg 0.0,0.0 1.3123091,-0.55014163
[40] Total Num: 13433, avg: 40.51608025838792rec_074/head/000031/000048.jpg 0.0,0.0 0.6663229,-0.2886761
[40] Total Num: 13434, avg: 40.516123666679285rec_074/head/000032/000048.jpg 0.0,0.0 0.34069872,-0.3340318
[40] Total Num: 13435, avg: 40.51512306984413rec_074/head/000044/000048.jpg 0.0,0.0 -0.08996011,-0.29887098
[40] Total Num: 13436, avg: 40.51343696972885rec_074/head/000045/000048.jpg 0.0,0.0 0.41280046,-0.33029807
[40] Total Num: 13437, avg: 40.512650604199514rec_074/head/000057/000048.jpg 0.0,0.0 -0.4890666,-0.36197743
[40] Total Num: 13438, avg: 40.51219230383605rec_074/head/000014/000049.jpg 0.0,0.0 1.2781359,-0.37562665
[40] Total Num: 13439, avg: 40.51471626973361rec_074/head/000031/000049.jpg 0.0,0.0 0.63399595,-0.19072309
[40] Total Num: 13440, avg: 40.514507994892135rec_074/head/000032/000049.jpg 0.0,0.0 0.31112945,-0.24867518
[40] Total Num: 13441, avg: 40.513180768796055rec_074/head/000044/000049.jpg 0.0,0.0 -0.11177748,-0.22323039
[40] Total Num: 13442, avg: 40.511229190009004rec_074/head/000045/000049.jpg 0.0,0.0 0.37656173,-0.24268852
[40] Total Num: 13443, avg: 40.51011156369427rec_074/head/000057/000049.jpg 0.0,0.0 -0.5030478,-0.27722654
[40] Total Num: 13444, avg: 40.509521502178615rec_074/head/000014/000050.jpg 1.0,0.0 1.1466832,-0.21606137
[40] Total Num: 13445, avg: 40.507618656252944rec_074/head/000031/000050.jpg 0.0,0.0 0.58600444,-0.10938331
[40] Total Num: 13446, avg: 40.50714121920552rec_074/head/000032/000050.jpg 0.0,0.0 0.27090374,-0.1794152
[40] Total Num: 13447, avg: 40.50550813012713rec_074/head/000044/000050.jpg 1.0,0.0 -0.13160297,-0.15622708
[40] Total Num: 13448, avg: 40.5073417074611rec_074/head/000045/000050.jpg 0.0,0.0 0.33481833,-0.17304124
[40] Total Num: 13449, avg: 40.50592902799503rec_074/head/000057/000050.jpg 0.0,0.0 -0.5164414,-0.20211305
[40] Total Num: 13450, avg: 40.505265622740566rec_074/head/000014/000051.jpg 0.0,0.0 1.0274397,-0.08801371
[40] Total Num: 13451, avg: 40.506640729072984rec_074/head/000031/000051.jpg 0.0,0.0 0.5423001,-0.04230944
[40] Total Num: 13452, avg: 40.50594565436773rec_074/head/000032/000051.jpg 0.0,0.0 0.21874088,-0.11938879
[40] Total Num: 13453, avg: 40.50399411692444rec_074/head/000044/000051.jpg 0.0,0.0 -0.15890765,-0.105937414
[40] Total Num: 13454, avg: 40.50179583339351rec_074/head/000045/000051.jpg 0.0,0.0 0.2920463,-0.11530482
[40] Total Num: 13455, avg: 40.50012013216555rec_074/head/000057/000051.jpg 0.0,0.0 -0.5190224,-0.13196939
[40] Total Num: 13456, avg: 40.49938428922024rec_074/head/000014/000052.jpg 1.0,0.0 0.99171025,0.00032709545
[40] Total Num: 13457, avg: 40.496410071489734rec_074/head/000031/000052.jpg 1.0,0.0 0.5005409,0.015796207
[40] Total Num: 13458, avg: 40.49552833493354rec_074/head/000032/000052.jpg 0.0,0.0 0.1819067,-0.071644805
[40] Total Num: 13459, avg: 40.493351195708854rec_074/head/000044/000052.jpg 0.0,0.0 -0.20214833,-0.06431393
[40] Total Num: 13460, avg: 40.49124520142327rec_074/head/000045/000052.jpg 0.0,0.0 0.2493072,-0.070038326
[40] Total Num: 13461, avg: 40.48933855848744rec_074/head/000057/000052.jpg 0.0,0.0 -0.5621592,-0.07053227
[40] Total Num: 13462, avg: 40.488740240619606rec_074/head/000014/000053.jpg 0.0,0.0 0.9936033,0.040894113
[40] Total Num: 13463, avg: 40.489963721279246rec_074/head/000031/000053.jpg 0.0,0.0 0.50399256,0.043580875
[40] Total Num: 13464, avg: 40.48910849052442rec_074/head/000032/000053.jpg 0.0,0.0 0.15921444,-0.0495684
[40] Total Num: 13465, avg: 40.48681079348922rec_074/head/000044/000053.jpg 0.0,0.0 -0.22337356,-0.040780526
[40] Total Num: 13466, avg: 40.484770067871835rec_074/head/000045/000053.jpg 0.0,0.0 0.22722955,-0.044997014
[40] Total Num: 13467, avg: 40.48274905429881rec_074/head/000057/000053.jpg 0.0,0.0 -0.57829976,-0.03962598
[40] Total Num: 13468, avg: 40.48220853052608rec_074/head/000014/000054.jpg 0.0,0.0 0.950431,0.08144568
[40] Total Num: 13469, avg: 40.483256051440826rec_074/head/000031/000054.jpg 0.0,0.0 0.48097983,0.07194599
[40] Total Num: 13470, avg: 40.48231748837783rec_074/head/000032/000054.jpg 0.0,0.0 0.13091998,-0.02315865
[40] Total Num: 13471, avg: 40.47987777624587rec_074/head/000044/000054.jpg 0.0,0.0 -0.23801114,-0.01657695
[40] Total Num: 13472, avg: 40.47788769057752rec_074/head/000045/000054.jpg 0.0,0.0 0.20624825,-0.02158416
[40] Total Num: 13473, avg: 40.475765140689525rec_074/head/000057/000054.jpg 0.0,0.0 -0.608648,-0.0041230787
[40] Total Num: 13474, avg: 40.4753493691114rec_074/head/000014/000055.jpg 0.0,0.0 0.92547256,0.117092155
[40] Total Num: 13475, avg: 40.476302624753004rec_074/head/000031/000055.jpg 0.0,0.0 0.4493203,0.09829963
[40] Total Num: 13476, avg: 40.47525154304942rec_074/head/000032/000055.jpg 0.0,0.0 0.10910411,0.0021199735
[40] Total Num: 13477, avg: 40.47271218927852rec_074/head/000044/000055.jpg 0.0,0.0 -0.2658684,0.0063599367
[40] Total Num: 13478, avg: 40.470839855130066rec_074/head/000045/000055.jpg 0.0,0.0 0.17935735,0.0030928499
[40] Total Num: 13479, avg: 40.468599858903374rec_074/head/000057/000055.jpg 0.0,0.0 -0.63260496,0.029790074
[40] Total Num: 13480, avg: 40.468289151006644rec_074/head/000014/000056.jpg 1.0,0.0 0.89691895,0.14697981
[40] Total Num: 13481, avg: 40.46604936302852rec_074/head/000031/000056.jpg 0.0,0.0 0.43778306,0.12665543
[40] Total Num: 13482, avg: 40.46497981190643rec_074/head/000032/000056.jpg 0.0,0.0 0.08680993,0.025945697
[40] Total Num: 13483, avg: 40.462363608583246rec_074/head/000044/000056.jpg 0.0,0.0 -0.28840533,0.030108435
[40] Total Num: 13484, avg: 40.460594797296714rec_074/head/000045/000056.jpg 0.0,0.0 0.15451168,0.027532443
[40] Total Num: 13485, avg: 40.45826113896159rec_074/head/000057/000056.jpg 0.0,0.0 -0.64781916,0.06398342
[40] Total Num: 13486, avg: 40.458024870982804rec_074/head/000014/000057.jpg 0.0,0.0 0.9113126,0.18034703
[40] Total Num: 13487, avg: 40.458949710434254rec_074/head/000031/000057.jpg 0.0,0.0 0.41817904,0.14859739
[40] Total Num: 13488, avg: 40.457829037088935rec_074/head/000032/000057.jpg 0.0,0.0 0.059284348,0.0490017
[40] Total Num: 13489, avg: 40.45515633964427rec_074/head/000044/000057.jpg 1.0,0.0 -0.30511513,0.054558337
[40] Total Num: 13490, avg: 40.45770234649946rec_074/head/000045/000057.jpg 0.0,0.0 0.13076518,0.050188046
[40] Total Num: 13491, avg: 40.45529811591634rec_074/head/000057/000057.jpg 0.0,0.0 -0.67525697,0.09986432
[40] Total Num: 13492, avg: 40.455193547197936rec_074/head/000014/000058.jpg 0.0,0.0 0.8743113,0.2042273
[40] Total Num: 13493, avg: 40.45598120516688rec_074/head/000031/000058.jpg 1.0,0.0 0.39225617,0.17264415
[40] Total Num: 13494, avg: 40.45565302711336rec_074/head/000032/000058.jpg 0.0,0.0 0.03619377,0.072540544
[40] Total Num: 13495, avg: 40.45299933491188rec_074/head/000044/000058.jpg 1.0,0.0 -0.33087125,0.079791166
[40] Total Num: 13496, avg: 40.45565529978229rec_074/head/000045/000058.jpg 0.0,0.0 0.105928555,0.07310807
[40] Total Num: 13497, avg: 40.45320396178992rec_074/head/000057/000058.jpg 0.0,0.0 -0.7053925,0.1371429
[40] Total Num: 13498, avg: 40.45324771187469rec_074/head/000014/000059.jpg 0.0,0.0 0.8373227,0.14428475
[40] Total Num: 13499, avg: 40.45384450476637rec_074/head/000031/000059.jpg 0.0,0.0 0.39527646,0.13244626
[40] Total Num: 13500, avg: 40.45261248854349rec_074/head/000032/000059.jpg 0.0,0.0 0.039178826,0.032748662
[40] Total Num: 13501, avg: 40.44983290097747rec_074/head/000044/000059.jpg 0.0,0.0 -0.31207335,0.04035453
[40] Total Num: 13502, avg: 40.448172012171796rec_074/head/000045/000059.jpg 0.0,0.0 0.11370042,0.035337307
[40] Total Num: 13503, avg: 40.44568163685867rec_074/head/000057/000059.jpg 0.0,0.0 -0.6682167,0.08343738
[40] Total Num: 13504, avg: 40.445540355094195rec_074/head/000014/000060.jpg 0.0,0.0 0.7989066,0.036500484
[40] Total Num: 13505, avg: 40.44593765763893rec_074/head/000031/000060.jpg 0.0,0.0 0.38277897,0.057571366
[40] Total Num: 13506, avg: 40.44458420364285rec_074/head/000032/000060.jpg 0.0,0.0 0.054536816,-0.032815896
[40] Total Num: 13507, avg: 40.441859818715244rec_074/head/000044/000060.jpg 0.0,0.0 -0.27923453,-0.02667399
[40] Total Num: 13508, avg: 40.44005555686376rec_074/head/000045/000060.jpg 0.0,0.0 0.12638357,-0.032711443
[40] Total Num: 13509, avg: 40.43761559506518rec_074/head/000057/000060.jpg 0.0,0.0 -0.62398624,-0.0106977
[40] Total Num: 13510, avg: 40.437269089815835rec_074/head/000014/000061.jpg 0.0,0.0 0.766512,-0.08713077
[40] Total Num: 13511, avg: 40.43754337704182rec_074/head/000031/000061.jpg 0.0,0.0 0.3762095,-0.024657616
[40] Total Num: 13512, avg: 40.43614918818911rec_074/head/000032/000061.jpg 0.0,0.0 0.068602465,-0.10450467
[40] Total Num: 13513, avg: 40.433686557415555rec_074/head/000044/000061.jpg 0.0,0.0 -0.24808854,-0.09629278
[40] Total Num: 13514, avg: 40.431821329975115rec_074/head/000045/000061.jpg 0.0,0.0 0.14060749,-0.10752739
[40] Total Num: 13515, avg: 40.429579210149825rec_074/head/000057/000061.jpg 0.0,0.0 -0.5735683,-0.10861635
[40] Total Num: 13516, avg: 40.429057790035664rec_074/head/000014/000062.jpg 1.0,0.0 0.7311582,-0.2103039
[40] Total Num: 13517, avg: 40.427506940332215rec_074/head/000031/000062.jpg 0.0,0.0 0.36239403,-0.099044666
[40] Total Num: 13518, avg: 40.42610618429724rec_074/head/000032/000062.jpg 0.0,0.0 0.073674366,-0.18355235
[40] Total Num: 13519, avg: 40.423953462352145rec_074/head/000044/000062.jpg 0.0,0.0 -0.23355679,-0.16038129
[40] Total Num: 13520, avg: 40.42216067709756rec_074/head/000045/000062.jpg 0.0,0.0 0.14434217,-0.1805736
[40] Total Num: 13521, avg: 40.4201486180669rec_074/head/000057/000062.jpg 0.0,0.0 -0.5554928,-0.2037105
[40] Total Num: 13522, avg: 40.41965073618244rec_074/head/000014/000063.jpg 0.0,0.0 0.7000648,-0.33627018
[40] Total Num: 13523, avg: 40.419899450100615rec_074/head/000031/000063.jpg 1.0,0.0 0.35081506,-0.17747061
[40] Total Num: 13524, avg: 40.419747556778134rec_074/head/000032/000063.jpg 0.0,0.0 0.07869022,-0.26180473
[40] Total Num: 13525, avg: 40.417916028279805rec_074/head/000044/000063.jpg 0.0,0.0 -0.22264013,-0.23390037
[40] Total Num: 13526, avg: 40.41628976541527rec_074/head/000045/000063.jpg 0.0,0.0 0.15195088,-0.25973883
[40] Total Num: 13527, avg: 40.41457285857909rec_074/head/000057/000063.jpg 0.0,0.0 -0.5342666,-0.3002626
[40] Total Num: 13528, avg: 40.41415049147147rec_074/head/000014/000079.jpg 0.0,0.0 0.7169358,-0.276458
[40] Total Num: 13529, avg: 40.41437966341338rec_074/head/000031/000079.jpg 0.0,0.0 0.3014527,-0.13876438
[40] Total Num: 13530, avg: 40.41279421294121rec_074/head/000032/000079.jpg 0.0,0.0 -0.011739731,-0.24263284
[40] Total Num: 13531, avg: 40.4108361156622rec_074/head/000044/000079.jpg 0.0,0.0 -0.32595783,-0.21978037
[40] Total Num: 13532, avg: 40.40950501933325rec_074/head/000045/000079.jpg 0.0,0.0 0.061045457,-0.23958264
[40] Total Num: 13533, avg: 40.40756515846584rec_074/head/000057/000079.jpg 0.0,0.0 -0.6758756,-0.27600673
[40] Total Num: 13534, avg: 40.407635154351595rec_074/head/000014/000080.jpg 0.0,0.0 0.72110426,-0.19194147
[40] Total Num: 13535, avg: 40.4077897008545rec_074/head/000031/000080.jpg 0.0,0.0 0.30094618,-0.081351295
[40] Total Num: 13536, avg: 40.40612270541377rec_074/head/000032/000080.jpg 0.0,0.0 -0.014755717,-0.17966887
[40] Total Num: 13537, avg: 40.40390082690332rec_074/head/000044/000080.jpg 1.0,0.0 -0.3324644,-0.16425747
[40] Total Num: 13538, avg: 40.40656946149136rec_074/head/000045/000080.jpg 0.0,0.0 0.057087194,-0.17946213
[40] Total Num: 13539, avg: 40.40438157581467rec_074/head/000057/000080.jpg 0.0,0.0 -0.67656976,-0.19517198
[40] Total Num: 13540, avg: 40.40435909511501rec_074/head/000014/000081.jpg 0.0,0.0 0.72218657,-0.115098864
[40] Total Num: 13541, avg: 40.404462662253835rec_074/head/000031/000081.jpg 0.0,0.0 0.29860324,-0.028891897
[40] Total Num: 13542, avg: 40.40274812653459rec_074/head/000032/000081.jpg 0.0,0.0 -0.019772513,-0.1293717
[40] Total Num: 13543, avg: 40.40031848014016rec_074/head/000044/000081.jpg 0.0,0.0 -0.3295594,-0.10913104
[40] Total Num: 13544, avg: 40.398801534839556rec_074/head/000045/000081.jpg 0.0,0.0 0.05032852,-0.12945032
[40] Total Num: 13545, avg: 40.39640626493525rec_074/head/000057/000081.jpg 0.0,0.0 -0.6781991,-0.12167247
[40] Total Num: 13546, avg: 40.39633128579711rec_074/head/000014/000082.jpg 0.0,0.0 0.7192063,-0.033853408
[40] Total Num: 13547, avg: 40.39639392902396rec_074/head/000031/000082.jpg 1.0,0.0 0.3036478,0.02454166
[40] Total Num: 13548, avg: 40.39635866794067rec_074/head/000044/000082.jpg 0.0,0.0 -0.33960956,-0.058920704
[40] Total Num: 13549, avg: 40.394833930425115rec_074/head/000045/000082.jpg 0.0,0.0 0.04265312,-0.07194326
[40] Total Num: 13550, avg: 40.392206338421595rec_074/head/000057/000082.jpg 0.0,0.0 -0.6952813,-0.04444909
[40] Total Num: 13551, avg: 40.39217034596997rec_074/head/000014/000083.jpg 0.0,0.0 0.73741704,0.04303315
[40] Total Num: 13552, avg: 40.39231180686415rec_074/head/000031/000083.jpg 0.0,0.0 0.3035822,0.07913936
[40] Total Num: 13553, avg: 40.39065647440759rec_074/head/000044/000083.jpg 0.0,0.0 -0.35681546,-0.007643645
[40] Total Num: 13554, avg: 40.38918516353191rec_074/head/000045/000083.jpg 0.0,0.0 0.031242007,-0.016866291
[40] Total Num: 13555, avg: 40.38635557815272rec_074/head/000057/000083.jpg 0.0,0.0 -0.7192632,0.032694694
[40] Total Num: 13556, avg: 40.386418970164065rec_074/head/000014/000084.jpg 0.0,0.0 0.7385813,0.11859254
[40] Total Num: 13557, avg: 40.386593885219796rec_074/head/000031/000084.jpg 1.0,0.0 0.30301616,0.13223974
